ID	Name	Start	End	Chromosome
NA	PFN1P10	21786248	21786575	1
NA	ALPL	21835864	21904905	1
NA	AL359815.1	21912964	21917680	1
NA	AL359815.1	21918903	21919041	1
NA	RAP1GAP	21922707	21995856	1
NA	USP48	22004790	22110099	1
NA	AL590103.1	22094761	22095068	1
NA	LDLRAD2	22138757	22151714	1
NA	HSPG2	22148737	22263790	1
NA	AL590556.1	22234590	22235073	1
NA	AL590556.2	22277171	22283364	1
NA	CELA3B	22303513	22325135	1
NA	RN7SL421P	22305443	22305729	1
NA	RN7SL386P	22313973	22314268	1
NA	RNU6-1022P	22314308	22314412	1
NA	CELA3A	22328148	22339032	1
NA	RN7SL768P	22330077	22330361	1
NA	RN7SL186P	22337142	22337437	1
NA	RNU6-776P	22337477	22337581	1
NA	LINC01635	22350482	22352541	1
NA	LINC00339	22351050	22357716	1
NA	CDC42	22379119	22419439	1
NA	CDC42-IT1	22385689	22390692	1
NA	AL031281.1	22394832	22395320	1
NA	AL031281.2	22427105	22427853	1
NA	WNT4	22443797	22470462	1
NA	MIR4418	22592731	22592793	1
NA	AL591122.1	22649332	22649824	1
NA	AL591122.2	22691122	22692975	1
NA	ZBTB40	22778343	22857650	1
NA	ZBTB40-IT1	22843966	22846201	1
NA	EPHA8	22890056	22930087	1
NA	C1QA	22962998	22966101	1
NA	C1QC	22970122	22974603	1
NA	C1QB	22979254	22988031	1
NA	EPHB2	23037331	23247993	1
NA	MIR4684	23046009	23046091	1
NA	AL611946.1	23075309	23075404	1
NA	AL512444.1	23162205	23163342	1
NA	MIR4253	23189651	23189719	1
NA	LACTBL1	23279535	23291831	1
NA	TEX46	23337326	23342343	1
NA	KDM1A	23345940	23410182	1
NA	AL031428.1	23346639	23414551	1
NA	MIR3115	23370797	23370865	1
NA	MIR4419A	23384350	23384427	1
NA	LUZP1	23410515	23504301	1
NA	AL161672.1	23466817	23467635	1
NA	RNU6-514P	23489196	23489303	1
NA	RNU6-135P	23490445	23490546	1
NA	HTR1D	23518387	23521222	1
NA	AL109936.1	23571257	23571717	1
NA	LINC01355	23607801	23613245	1
NA	AL109936.8	23624289	23629359	1
NA	HNRNPR	23630263	23670829	1
NA	ZNF436	23685940	23695935	1
NA	ZNF436-AS1	23695489	23698332	1
NA	Y_RNA	23696746	23696839	1
NA	AL109936.2	23704872	23705522	1
NA	TCEA3	23707553	23751233	1
NA	AL357134.1	23737324	23738639	1
NA	ASAP3	23755055	23811061	1
NA	E2F2	23832921	23857712	1
NA	AL021154.1	23875629	23877406	1
NA	ID3	23884408	23886285	1
NA	MDS2	23907984	23967058	1
NA	AL451000.1	23996783	24006749	1
NA	RPL11	24018268	24022915	1
NA	RP5-886K2.1	24032290	24033424	1
NA	RN7SL532P	24063099	24063380	1
NA	ELOA	24069644	24088549	1
NA	ELOA-AS1	24086871	24104777	1
NA	PITHD1	24104894	24114722	1
NA	LYPLA2	24117459	24122029	1
NA	GALE	24122088	24127294	1
NA	HMGCL	24128374	24165110	1
NA	FUCA1	24171566	24194784	1
NA	CNR2	24197015	24239852	1
NA	RN7SL24P	24208283	24208575	1
NA	snoU13	24208744	24208842	1
NA	BTBD6P1	24227960	24229227	1
NA	AL590609.3	24233600	24234375	1
NA	MIR378F	24255559	24255637	1
NA	AL590609.2	24275505	24275873	1
NA	PNRC2	24285598	24289952	1
NA	SRSF10	24291293	24307417	1
NA	AL590609.1	24334370	24335009	1
NA	AL591178.1	24367324	24413289	1
NA	MYOM3	24382524	24438665	1
NA	AL591178.2	24393263	24410055	1
NA	IL22RA1	24446260	24469611	1
NA	IFNLR1	24480646	24514449	1
NA	AL590683.1	24526729	24538183	1
NA	AL590683.1	24554406	24554520	1
NA	AL590683.2	24606256	24606345	1
NA	AL138902.1	24634045	24648391	1
NA	GRHL3	24645811	24690972	1
NA	STPG1	24683488	24743424	1
NA	NIPAL3	24742283	24799466	1
NA	RCAN3	24828840	24867530	1
NA	RN7SL857P	24855944	24856204	1
NA	AL445686.2	24865291	24882515	1
NA	NCMAP	24882601	24935819	1
NA	AL445686.1	24890117	24890465	1
NA	Y_RNA	24951901	24952004	1
NA	SRRM1	24958206	24999758	1
NA	snoU13	24993473	24993578	1
NA	AL445648.1	25031384	25044087	1
NA	CLIC4	25071847	25170815	1
NA	RNU6-1208P	25104363	25104470	1
NA	RUNX3	25226001	25291612	1
NA	AL445471.1	25287835	25289588	1
NA	AL445471.2	25294913	25297356	1
NA	MIR4425	25349993	25350077	1
NA	AL050344.1	25370197	25439611	1
NA	AL121994.1	25451543	25451945	1
NA	AL031432.1	25534629	25535928	1
NA	SYF2	25549169	25558993	1
NA	AL031432.4	25559076	25561266	1
NA	AL031432.5	25565984	25566744	1
NA	RSRP1	25568727	25664704	1
NA	AL031432.3	25574327	25574812	1
NA	AL031432.2	25592592	25593627	1
NA	RHD	25598883	25656936	1
NA	SDHDP6	25620654	25621134	1
NA	AL928711.1	25662919	25663956	1
NA	TMEM50A	25664407	25688852	1
NA	RNU6-1171P	25667461	25667525	1
NA	snoU13	25672764	25672868	1
NA	RHCE	25688739	25756683	1
NA	AL031284.1	25725211	25725689	1
NA	AL031284.1	25732721	25732780	1
NA	TMEM57	25757348	25826700	1
NA	LDLRAP1	25870070	25895377	1
NA	AL606491.1	25907968	25916847	1
NA	MAN1C1	25943958	26112698	1
NA	AL031280.1	25971034	25985602	1
NA	SELENON	26126666	26144715	1
NA	AL020996.2	26137960	26150235	1
NA	AL020996.1	26143239	26147288	1
NA	MTFR1L	26145130	26159433	1
NA	AL020996.3	26158403	26158625	1
NA	AUNIP	26158403	26185949	1
NA	AL033528.2	26186103	26189911	1
NA	PAQR7	26187700	26197744	1
NA	Y_RNA	26203986	26204096	1
NA	STMN1	26210671	26233482	1
NA	SNRPFP2	26213850	26214101	1
NA	AL033528.1	26215460	26215600	1
NA	MIR3917	26232852	26232945	1
NA	AL033528.1	26238239	26238313	1
NA	PAFAH2	26286257	26324648	1
NA	RNU6-110P	26290687	26290791	1
NA	SCARNA17	26332496	26332621	1
NA	SCARNA18	26332706	26332790	1
NA	EXTL1	26346374	26362955	1
NA	SLC30A2	26363742	26372624	1
NA	AL391650.2	26373155	26375590	1
NA	TRIM63	26377794	26394927	1
NA	AL391650.1	26398068	26398168	1
NA	PDIK1L	26437655	26452034	1
NA	FAM110D	26485510	26490453	1
NA	C1orf232	26490651	26495072	1
NA	AL391650.1	26496006	26498312	1
NA	ZNF593	26496361	26497364	1
NA	CNKSR1	26503893	26516377	1
NA	CATSPER4	26517051	26529459	1
NA	AL355877.1	26536231	26556331	1
NA	AL355877.3	26545071	26546967	1
NA	CEP85	26560643	26605529	1
NA	AL355877.2	26589531	26589889	1
NA	SH3BGRL3	26605666	26608013	1
NA	UBXN11	26607818	26644854	1
NA	CD52	26644447	26647014	1
NA	CRYBG2	26648349	26686543	1
NA	AL451139.1	26653178	26653524	1
NA	RN7SL490P	26674955	26675210	1
NA	ZNF683	26688124	26701013	1
NA	LIN28A	26737268	26756213	1
NA	DHDDS	26758772	26797785	1
NA	AL513365.1	26781143	26781678	1
NA	AL513365.2	26789246	26793773	1
NA	HMGN2	26798940	26802463	1
NA	DPPA2P2	26845844	26846741	1
NA	RPS6KA1	26856251	26901521	1
NA	MIR1976	26881032	26881084	1
NA	RN7SL679P	26919736	26920037	1
NA	Y_RNA	26920430	26920532	1
NA	AL627313.1	26966867	26967105	1
NA	snoU13	26968776	26968880	1
NA	AL627082.1	26973937	26974172	1
NA	AL512408.1	27018622	27020622	1
NA	ARID1A	27019726	27108595	1
NA	RN7SL501P	27090114	27090393	1
NA	PIGV	27113962	27124889	1
NA	RN7SL165P	27141312	27141601	1
NA	ZDHHC18	27153200	27184093	1
NA	SFN	27189628	27190948	1
NA	AL034380.1	27202623	27204736	1
NA	GPN2	27202623	27216788	1
NA	GPATCH3	27216978	27226957	1
NA	NUDC	27226728	27273353	1
NA	NR0B2	27237979	27240457	1
NA	KDF1	27276052	27286897	1
NA	RPL12P13	27306655	27307466	1
NA	AL356390.1	27310118	27310515	1
NA	OSTCP2	27312387	27312831	1
NA	TRNP1	27320197	27327389	1
NA	FAM46B	27331510	27339327	1
NA	SLC9A1	27425305	27493472	1
NA	AL590640.2	27503241	27503768	1
NA	CHCHD3P3	27527324	27527964	1
NA	NPM1P39	27533420	27534287	1
NA	SNRPEP7	27537755	27537975	1
NA	AL590640.1	27555596	27560843	1
NA	WDTC1	27561006	27635124	1
NA	Y_RNA	27581954	27582058	1
NA	FO393419.3	27637730	27638329	1
NA	TMEM222	27648635	27662891	1
NA	RNU6-48P	27651709	27651816	1
NA	ACTG1P20	27651819	27652287	1
NA	SYTL1	27668510	27680428	1
NA	MAP3K6	27681674	27693383	1
NA	FCN3	27695602	27701315	1
NA	CD164L2	27705665	27709870	1
NA	FO393419.1	27715971	27716649	1
NA	GPR3	27719147	27722318	1
NA	WASF2	27730729	27816669	1
NA	FO393419.2	27783708	27786093	1
NA	BX293535.1	27852315	27857072	1
NA	AHDC1	27860545	27930942	1
NA	FGR	27938574	27961788	1
NA	AL031729.1	27975929	27976121	1
NA	AL445490.2	27986838	27989233	1
NA	IFI6	27992571	27998729	1
NA	AL445490.1	27995978	28029574	1
NA	RNU6-949P	28002113	28002220	1
NA	CHMP1AP1	28013320	28013982	1
NA	RNU6-424P	28020241	28020346	1
NA	FAM76A	28052489	28089633	1
NA	AL020997.1	28065601	28065950	1
NA	RPEP3	28066464	28067140	1
NA	STX12	28099693	28150963	1
NA	AL020997.2	28100368	28100552	1
NA	AL020997.3	28146493	28146852	1
NA	RNU6-1245P	28151048	28151154	1
NA	PPP1R8	28157288	28178187	1
NA	SCARNA1	28160911	28161077	1
NA	AL109927.1	28177084	28177255	1
NA	THEMIS2	28199053	28213196	1
NA	RPA2	28218034	28241257	1
NA	SMPDL3B	28261503	28285668	1
NA	AL512288.1	28265385	28286704	1
NA	XKR8	28285972	28294607	1
NA	EYA3	28296854	28415207	1
NA	AL512288.2	28316668	28317035	1
NA	RN7SL559P	28358396	28358691	1
NA	SPCS2P4	28422252	28422933	1
NA	AL137792.2	28436249	28436809	1
NA	AL137792.1	28446959	28447832	1
NA	RNU6-176P	28469247	28469352	1
NA	RNU7-29P	28470666	28470728	1
NA	PTAFR	28473676	28520447	1
NA	DNAJC8	28525966	28559536	1
NA	AL353354.1	28527012	28527152	1
NA	AL353354.2	28527069	28527419	1
NA	ATPIF1	28562619	28573417	1
NA	AL353622.1	28566019	28567964	1
NA	AL353622.2	28573654	28574079	1
NA	SESN2	28586037	28609002	1
NA	MED18	28655512	28662478	1
NA	PHACTR4	28696092	28826881	1
NA	Y_RNA	28749065	28749166	1
NA	CR391992.1	28780051	28780445	1
NA	RNU6ATAC27P	28807873	28807992	1
NA	RCC1	28832454	28865812	1
NA	SNHG3	28832491	28837404	1
NA	SNORA73B	28835070	28835274	1
NA	snoU13	28843987	28844087	1
NA	PRDX3P2	28852829	28853739	1
NA	AL513497.1	28870971	28873054	1
NA	TRNAU1AP	28879596	28905057	1
NA	SNHG12	28905049	28909495	1
NA	SNORD99	28905260	28905334	1
NA	TAF12	28915834	28969597	1
NA	RAB42	28918711	28921955	1
NA	LINC01715	28969739	28975093	1
NA	AL360012.1	28975111	28975242	1
NA	GMEB1	28995243	29045865	1
NA	SCARNA24	29016176	29016306	1
NA	YTHDF2	29063132	29096287	1
NA	OPRD1	29138653	29197779	1
NA	RP1-212P9.2	29194086	29197779	1
NA	AL009181.1	29196994	29203848	1
NA	Y_RNA	29208237	29208347	1
NA	EPB41	29213602	29446558	1
NA	AL138785.1	29308789	29309120	1
NA	Y_RNA	29312221	29312322	1
NA	TMEM200B	29445939	29450447	1
NA	AL357500.1	29471005	29473506	1
NA	SRSF4	29474254	29508499	1
NA	RP11-242O24.5	29479000	29479503	1
NA	MECR	29519384	29557454	1
NA	AL590729.1	29550444	29551328	1
NA	PTPRU	29563027	29653325	1
NA	AL645859.1	29580053	29580195	1
NA	LINC01756	29656131	29676626	1
NA	AL139151.1	29758992	29759074	1
NA	AL671862.1	29814704	29823405	1
NA	AC092265.1	30117391	30117525	1
NA	AC092265.1	30181697	30182394	1
NA	AL645944.2	30228021	30263444	1
NA	AL645944.1	30357748	30357852	1
NA	AL645944.1	30377711	30378204	1
NA	LINC01648	30486798	30510459	1
NA	AL137076.1	30613109	30614454	1
NA	AL021921.1	30699369	30699462	1
NA	AL161638.2	30882406	30884485	1
NA	AL161638.1	30888671	30893955	1
NA	MATN1	31184123	31196434	1
NA	MATN1-AS1	31191350	31199674	1
NA	LAPTM5	31205315	31230667	1
NA	MIR4420	31212002	31212079	1
NA	AL137027.1	31283224	31288400	1
NA	LINC01778	31297074	31307278	1
NA	RN7SKP91	31316669	31316957	1
NA	AL445235.1	31331004	31333101	1
NA	SDC3	31342313	31381608	1
NA	PUM1	31404352	31538838	1
NA	SNORD103A	31408534	31408620	1
NA	SNORD103B	31421963	31422049	1
NA	SNORD85	31441010	31441083	1
NA	AL356320.2	31509580	31510087	1
NA	AL356320.1	31523718	31523881	1
NA	SELENOWP1	31567833	31568405	1
NA	AC114495.1	31581034	31581470	1
NA	NKAIN1	31652591	31712401	1
NA	SNRNP40	31732414	31769629	1
NA	AC114495.2	31736091	31736528	1
NA	ZCCHC17	31769828	31837800	1
NA	AL451070.1	31805913	31819646	1
NA	FABP3	31838471	31849697	1
NA	SERINC2	31882411	31907527	1
NA	AC114494.1	31902191	31902614	1
NA	AC209007.1	31960435	31961777	1
NA	RNU6-40P	31970418	31970525	1
NA	LINC01226	31971826	32048907	1
NA	RP11-439L8.3	31971840	31974167	1
NA	AC114488.1	32037185	32041174	1
NA	TINAGL1	32042085	32053287	1
NA	HCRTR1	32083286	32098119	1
NA	PEF1	32095462	32110497	1
NA	AC114488.2	32109649	32125763	1
NA	AC114488.3	32110294	32114972	1
NA	COL16A1	32117847	32169920	1
NA	ADGRB2	32192717	32230494	1
NA	MIR4254	32224260	32224336	1
NA	AL354919.2	32254730	32256923	1
NA	SPOCD1	32256022	32281652	1
NA	AL354919.1	32307619	32321169	1
NA	AL136115.2	32317513	32387442	1
NA	PTP4A2	32372021	32410457	1
NA	AL136115.1	32379173	32380745	1
NA	AL136115.1	32398620	32399576	1
NA	AL136115.3	32437789	32452635	1
NA	KHDRBS1	32479429	32526451	1
NA	AL445248.1	32517891	32539075	1
NA	TMEM39B	32537631	32568467	1
NA	MIR5585	32552549	32552608	1
NA	KPNA6	32573638	32642169	1
NA	AL049795.2	32636333	32642169	1
NA	TXLNA	32645286	32663886	1
NA	CCDC28B	32665986	32670988	1
NA	AL049795.1	32670369	32672415	1
NA	IQCC	32671261	32674288	1
NA	DCDC2B	32674694	32681797	1
NA	TMEM234	32680072	32687960	1
NA	EIF3I	32687528	32697205	1
NA	MTMR9LP	32697258	32707221	1
NA	FAM167B	32712833	32714457	1
NA	LCK	32716839	32751766	1
NA	Y_RNA	32752052	32752162	1
NA	HDAC1	32757686	32799236	1
NA	MARCKSL1	32799432	32801980	1
NA	AL109945.1	32814794	32816264	1
NA	TSSK3	32817121	32829913	1
NA	FAM229A	32826870	32829879	1
NA	BSDC1	32830703	32860332	1
NA	GAPDHP20	32867709	32868716	1
NA	AL356986.1	32887579	32887920	1
NA	LRRC37A12P	32888814	32892390	1
NA	RN7SL122P	32923435	32923733	1
NA	AL033529.1	32930657	33066393	1
NA	ZBTB8B	32930669	32962287	1
NA	ZBTB8A	33005027	33071540	1
NA	ZBTB8OS	33065772	33116504	1
NA	Y_RNA	33105551	33105653	1
NA	RBBP4	33116742	33151812	1
NA	SYNC	33145960	33169197	1
NA	AC114489.1	33183334	33190838	1
NA	KIAA1522	33207485	33240571	1
NA	YARS	33240837	33283754	1
NA	S100PBP	33282367	33324480	1
NA	FNDC5	33327868	33338083	1
NA	HPCA	33351594	33364042	1
NA	TMEM54	33360194	33367039	1
NA	AL031602.1	33391894	33392000	1
NA	RNF19B	33402045	33430286	1
NA	AL031602.1	33439153	33440064	1
NA	FKSG48	33439267	33439642	1
NA	AL355864.1	33445547	33446073	1
NA	AL355864.2	33452552	33453834	1
NA	AL020995.1	33452675	33498070	1
NA	AK2	33473540	33546597	1
NA	AZIN2	33546704	33586131	1
NA	AL662907.1	33607471	33608831	1
NA	TRIM62	33611002	33647660	1
NA	AL662907.2	33628451	33631899	1
NA	AL662907.3	33660388	33665954	1
NA	ZNF362	33722145	33766320	1
NA	AL513327.3	33726812	33727281	1
NA	AL513327.1	33764974	33766320	1
NA	A3GALT2	33772366	33786699	1
NA	AL513327.1	33772948	33814846	1
NA	PHC2	33789223	33896653	1
NA	MIR3605	33797993	33798093	1
NA	RN7SKP16	33802166	33802465	1
NA	AL513327.2	33815952	33828846	1
NA	AL138837.1	33907625	33907712	1
NA	TLR12P	33931849	33934555	1
NA	ZSCAN20	33938245	33962107	1
NA	AC115285.1	33977607	33978343	1
NA	CSMD2	33979598	34631443	1
NA	HSPD1P14	34304123	34305741	1
NA	HMGB4	34326075	34330392	1
NA	CSMD2-AS1	34334553	34351059	1
NA	RNA5SP42	34578549	34578664	1
NA	C1orf94	34632483	34684732	1
NA	AC115286.1	34641466	34641550	1
NA	AC115286.1	34742459	34742893	1
NA	MIR552	35135199	35135295	1
NA	SMIM12	35178337	35325417	1
NA	GJB5	35220647	35224113	1
NA	GJB4	35225341	35229325	1
NA	AL121988.1	35227026	35253698	1
NA	AL121988.1	35244161	35244245	1
NA	GJB3	35246789	35251970	1
NA	GJA4	35258598	35261348	1
NA	AL122010.1	35316294	35317156	1
NA	DLGAP3	35331036	35395186	1
NA	SNORD112	35409356	35409425	1
NA	AC114490.1	35439956	35450914	1
NA	AC114490.2	35447133	35497342	1
NA	TMEM35B	35447135	35450954	1
NA	ZMYM6	35451765	35497569	1
NA	RPL12P45	35519068	35524872	1
NA	ZMYM1	35525386	35581460	1
NA	EFCAB14P1	35587622	35588085	1
NA	AL590434.1	35607115	35612036	1
NA	SFPQ	35641978	35658749	1
NA	Y_RNA	35661569	35661663	1
NA	RN7SL136P	35729822	35730083	1
NA	ZMYM4	35734567	35887659	1
NA	RN7SL503P	35757800	35758099	1
NA	SNORA62	35775874	35776026	1
NA	RPL5P4	35816322	35817208	1
NA	ZMYM4-AS1	35824422	35831678	1
NA	RNY5P1	35893416	35893494	1
NA	KIAA0319L	35899090	36023551	1
NA	AC004865.1	35975342	35977039	1
NA	NCDN	36023073	36032875	1
NA	AC004865.2	36035413	36043330	1
NA	TFAP2E	36038970	36060929	1
NA	PSMB2	36065144	36107445	1
NA	RN7SL281P	36171625	36171875	1
NA	C1orf216	36179475	36185073	1
NA	CLSPN	36185818	36235568	1
NA	AL354864.1	36204989	36209177	1
NA	AGO4	36273772	36323491	1
NA	AGO1	36335408	36396129	1
NA	AL139286.1	36338870	36339353	1
NA	AL139286.2	36395320	36395716	1
NA	AGO3	36396318	36538101	1
NA	AL138787.2	36457709	36479231	1
NA	AL138787.1	36545666	36549627	1
NA	TEKT2	36549675	36553876	1
NA	ADPRHL2	36554475	36559533	1
NA	COL8A2	36560836	36590821	1
NA	TRAPPC3	36602170	36621654	1
NA	MAP7D1	36621179	36646450	1
NA	RN7SL131P	36657515	36657769	1
NA	THRAP3	36690016	36770958	1
NA	UBE2V2P4	36707498	36707757	1
NA	SH3D21	36771987	36790487	1
NA	EVA1B	36787631	36789755	1
NA	AL591845.1	36789334	36794822	1
NA	STK40	36805224	36851497	1
NA	LSM10	36856838	36863493	1
NA	RNU4-27P	36868321	36868460	1
NA	OSCP1	36881427	36916052	1
NA	SNORA63	36884050	36884179	1
NA	MRPS15	36921318	36930038	1
NA	CSF3R	36931643	36948879	1
NA	FTLP18	37095935	37096458	1
NA	AL596257.1	37169553	37176183	1
NA	AC117945.2	37233722	37235326	1
NA	AC117945.1	37238740	37241369	1
NA	GRIK3	37261127	37499730	1
NA	AL031430.1	37599089	37601747	1
NA	MIR4255	37627163	37627235	1
NA	RNU6-636P	37669210	37669317	1
NA	AL353604.1	37728339	37790701	1
NA	RNA5SP43	37730277	37730387	1
NA	RPS29P6	37796452	37796597	1
NA	LINC01137	37920479	37940012	1
NA	ZC3H12A	37940152	37949980	1
NA	MEAF6	37958175	37980375	1
NA	MIR5581	37966535	37966595	1
NA	SNIP1	38000049	38019945	1
NA	FTH1P1	38010363	38010895	1
NA	AL034379.1	38021847	38022100	1
NA	DNALI1	38022519	38032458	1
NA	GNL2	38032416	38061536	1
NA	AL513220.1	38061726	38072937	1
NA	RSPO1	38076950	38100595	1
NA	C1orf109	38147241	38157921	1
NA	CDCA8	38158089	38175391	1
NA	EPHA10	38179551	38230805	1
NA	Y_RNA	38203626	38203726	1
NA	snoU13	38215873	38215974	1
NA	ACTN4P2	38242341	38245090	1
NA	AL929472.1	38248128	38248557	1
NA	MANEAL	38259473	38266809	1
NA	AL929472.3	38265391	38266551	1
NA	YRDC	38268615	38273857	1
NA	C1orf122	38272650	38275126	1
NA	MTF1	38275238	38325292	1
NA	AL929472.1	38292231	38293886	1
NA	AL929472.4	38306657	38307348	1
NA	AL929472.2	38326368	38327252	1
NA	INPP5B	38326368	38412729	1
NA	SNORA63	38349908	38349989	1
NA	RNU6-584P	38350694	38350789	1
NA	SF3A3	38422646	38456593	1
NA	RNU6-510P	38457133	38457241	1
NA	FHL3	38462441	38471278	1
NA	UTP11	38474929	38490496	1
NA	POU3F1	38510282	38512466	1
NA	AL139158.2	38512985	38584697	1
NA	AL139158.1	38546243	38546583	1
NA	MIR3659	38554902	38555001	1
NA	AL139158.3	38595135	38606265	1
NA	LINC01343	38674705	38680439	1
NA	AL513479.1	38849509	38850094	1
NA	RNU6-753P	38862330	38862437	1
NA	LINC01685	38940546	38961706	1
NA	AL354702.1	39174602	39176562	1
NA	AL354702.2	39219887	39281651	1
NA	RRAGC	39303869	39325495	1
NA	AL139260.2	39305004	39340166	1
NA	AL139260.1	39325671	39385068	1
NA	MYCBP	39328635	39339777	1
NA	AL139260.3	39330172	39347289	1
NA	GJA9	39340122	39347259	1
NA	RHBDL2	39351478	39407471	1
NA	RNU6-605P	39392541	39392649	1
NA	Y_RNA	39416496	39416597	1
NA	EIF1P2	39423946	39424597	1
NA	AKIRIN1	39456894	39471731	1
NA	NDUFS5	39491989	39500308	1
NA	MACF1	39546987	39952849	1
NA	RNU6-608P	39586611	39586715	1
NA	RNA5SP44	39619835	39619968	1
NA	AL356055.1	39672183	39672629	1
NA	AL442071.1	39715509	39723321	1
NA	HSPE1P8	39769965	39770570	1
NA	BMP8A	39957317	39991607	1
NA	OXCT2P1	39980627	39982162	1
NA	AL365277.1	39987951	40011859	1
NA	PPIEL	39997509	40024379	1
NA	PABPC4	40026487	40042462	1
NA	AL365277.2	40030831	40038875	1
NA	SNORA55	40033045	40033180	1
NA	HEYL	40089824	40105617	1
NA	AL035404.2	40099087	40099575	1
NA	NT5C1A	40124792	40137710	1
NA	HPCAL4	40144319	40157361	1
NA	PPIE	40157853	40229586	1
NA	AL035404.1	40183699	40184267	1
NA	RNU7-121P	40189237	40189299	1
NA	BMP8B	40222853	40254533	1
NA	OXCT2	40235194	40237020	1
NA	AL033527.3	40254647	40255843	1
NA	AL033527.1	40261514	40261668	1
NA	AL033527.5	40265093	40275122	1
NA	AL033527.4	40267085	40283132	1
NA	TRIT1	40306693	40349183	1
NA	Y_RNA	40347237	40347350	1
NA	MYCL	40361097	40367928	1
NA	AL033527.2	40363416	40364770	1
NA	Y_RNA	40410561	40410670	1
NA	MFSD2A	40420783	40435640	1
NA	AL663070.1	40428351	40429076	1
NA	CAP1	40505904	40538321	1
NA	PPT1	40537132	40563399	1
NA	AL512599.1	40598435	40599120	1
NA	RLF	40627044	40706593	1
NA	RNU6-1237P	40643514	40643621	1
NA	TMCO2	40711618	40717363	1
NA	AL050341.2	40722098	40723639	1
NA	ZMPSTE24	40723778	40759856	1
NA	AL050341.1	40728343	40728656	1
NA	COL9A2	40766158	40783488	1
NA	AL031985.2	40798749	40799229	1
NA	SMAP2	40810521	40888998	1
NA	AL031985.1	40830437	40830855	1
NA	AL031985.4	40901870	40915711	1
NA	ZFP69B	40915773	40929390	1
NA	AL031985.3	40929990	40932439	1
NA	AL603839.4	40938726	40939731	1
NA	ZFP69	40942886	40962015	1
NA	AL603839.3	40958828	40974333	1
NA	EXO5	40974412	40982228	1
NA	AL603839.1	40980132	40980729	1
NA	AL603839.2	40981425	40982846	1
NA	ZNF684	40997232	41013841	1
NA	AL356379.1	41029205	41029331	1
NA	GTF2F2P2	41059304	41060025	1
NA	RIMS3	41086350	41131329	1
NA	AL031289.1	41134760	41153260	1
NA	NFYC-AS1	41156051	41157738	1
NA	NFYC	41157319	41237275	1
NA	MIR30E	41220026	41220118	1
NA	MIR30C1	41222955	41223044	1
NA	KCNQ4	41249683	41306124	1
NA	RN7SL326P	41270517	41270811	1
NA	CITED4	41326722	41328038	1
NA	AC119677.1	41329585	41342342	1
NA	AL391730.1	41403775	41405435	1
NA	UBE2V1P8	41407922	41408187	1
NA	CTPS1	41445006	41478237	1
NA	SLFNL1-AS1	41480261	41509562	1
NA	SLFNL1	41481268	41488909	1
NA	SCMH1	41492871	41707826	1
NA	RPL23AP17	41564309	41564808	1
NA	AC093151.3	41708044	41750533	1
NA	AC093151.1	41730221	41730534	1
NA	FOXO6	41827593	41849262	1
NA	AC093151.2	41840675	41841341	1
NA	RNA5SP45	41932607	41932699	1
NA	EDN2	41944445	41950344	1
NA	HIVEP3	41972035	42501596	1
NA	AL445933.2	42001113	42001539	1
NA	AL445933.1	42007739	42009981	1
NA	AL451006.1	42224811	42224898	1
NA	HNRNPFP1	42506267	42507400	1
NA	AC114492.1	42606305	42607062	1
NA	GUCA2B	42619091	42621495	1
NA	GUCA2A	42628361	42630389	1
NA	FOXJ3	42642209	42801548	1
NA	AC096540.1	42801056	42804047	1
NA	RIMKLA	42846465	42888249	1
NA	AL513331.1	42878068	42878465	1
NA	ZMYND12	42895999	42921938	1
NA	PPCS	42921787	42939056	1
NA	CCDC30	42929000	43120335	1
NA	AL445669.1	42957409	42958164	1
NA	TMSB4XP1	42965875	42966010	1
NA	RNU6-536P	43034703	43034810	1
NA	AL445669.2	43036640	43037061	1
NA	PPIH	43124095	43142429	1
NA	AC098484.2	43144405	43147330	1
NA	YBX1	43148097	43168020	1
NA	CLDN19	43198763	43205925	1
NA	P3H1	43212005	43232755	1
NA	C1orf50	43232939	43241418	1
NA	AC098484.3	43232962	43260164	1
NA	AC098484.1	43241483	43242461	1
NA	TMEM269	43250677	43282290	1
NA	SVBP	43272722	43282923	1
NA	ERMAP	43282794	43310660	1
NA	AL512353.1	43300351	43312093	1
NA	ZNF691	43312243	43318148	1
NA	AL512353.2	43352267	43354438	1
NA	AL512353.3	43356764	43358101	1
NA	ATP6V1E1P1	43368902	43369583	1
NA	SLC2A1	43391045	43424844	1
NA	AC099795.2	43417872	43418312	1
NA	SLC2A1-AS1	43424719	43449029	1
NA	AC099795.1	43424735	43427535	1
NA	RNU6-880P	43457108	43457215	1
NA	RNU6-870P	43489219	43489308	1
NA	AL161637.1	43569756	43570168	1
NA	FAM183A	43610823	43622067	1
NA	EBNA1BP2	43629845	43736607	1
NA	CFAP57	43637819	43720029	1
NA	RNA5SP46	43662087	43662207	1
NA	TMEM125	43735664	43739673	1
NA	C1orf210	43747553	43751288	1
NA	TIE1	43766663	43788779	1
NA	MPL	43803519	43818443	1
NA	AL139289.2	43820354	43824329	1
NA	CDC20	43824625	43828874	1
NA	ELOVL1	43829067	43833745	1
NA	MED8	43849587	43855479	1
NA	AL139289.1	43850783	43854826	1
NA	SZT2	43855552	43919918	1
NA	SZT2-AS1	43913446	43914315	1
NA	HYI	43916673	43919660	1
NA	HYI-AS1	43919597	43922666	1
